PeakID (cmd=annotatePeaks.pl merge_chipseq_chipnexus_q10/merge2chip_q10_given.txt dm3 -go merge_chipseq_chipnexus_q10/GO/merge2chip_q10_given/ -genomeOntology merge_chipseq_chipnexus_q10/GenomeOntology/merge2chip_q10_given/ -annStats merge_chipseq_chipnexus_q10/merge2chip_q10_given_stat.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr2R-17044733-1	chr2R	17044624	17044842	+	0.000000	wtElba3__elba3Elba3	5' UTR (NM_137712, exon 2 of 11)	5' UTR (NM_137712, exon 2 of 11)	789	NM_137712	37410	Dm.21382	NM_137711		CG30389	BcDNA:AT02070|CG10518|CG4126|Dmel\CG30389	uncharacterized protein	protein-coding
Merged-chr2R-12892445-1	chr2R	12892250	12892640	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_137334)	promoter-TSS (NM_137334)	209	NM_137333	44748	Dm.660	NM_137333		NiPp1	CG8980|Dmel\CG8980|NIPP-1Dm|NIPP1|NIPP1Dm|NiPp-1|nipp1	Nuclear inhibitor of Protein phosphatase 1	protein-coding
Merged-chr3R-11489251-5	chr3R	11489051	11489439	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	-2660	NM_176504	41899	Dm.4938	NM_176504		pxb	BcDNA:RE16319|CG14873|CG14874|CG33207|CG33207/Pxb|Dmel\CG33207|Pxb	pxb	protein-coding
Merged-chr2R-16360725-1	chr2R	16360517	16360934	+	0.000000	wtInsv__insvInsv	intron (NM_001103912, intron 18 of 20)	intron (NM_001103912, intron 18 of 20)	19075	NR_124655	19834963		NR_124655		CR44643	Dmel\CR44643	ncRNA	ncRNA
Merged-chrX-3375196-2	chrX	3374967	3375440	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	5' UTR (NM_001144678, exon 2 of 7)	5' UTR (NM_001144678, exon 2 of 7)	1152	NM_001297910	31317	Dm.11107	NM_130705		CG10804	Dmel\CG10804	uncharacterized protein	protein-coding
Merged-chr3R-20870810-4	chr3R	20870632	20871029	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001144637)	promoter-TSS (NM_001144637)	43	NM_170190	326119	Dm.20795	NM_170190		5PtaseI	BcDNA:RE64196|CG31107|CG31110|CG42283|CG7613|Dmel\CG42283|Dmel_CG31107|Dmel_CG31110|IPP|dm5PtaseI	5PtaseI	protein-coding
Merged-chr3RHet-2349422-1	chr3RHet	2349321	2349524	+	0.000000	wtInsv__insvInsv	Intergenic	(CATTA)n|Simple_repeat|Simple_repeat	-25020	NM_001300713	7354470	Dm.37091	NM_001144066		CG42402	CG12453|CG41358|Dmel\CG42402|Dmel_CG12453|Dmel_CG41358	uncharacterized protein	protein-coding
Merged-chr3R-21808687-18	chr3R	21807596	21809548	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001014668)	promoter-TSS (NM_001014668)	-163	NM_001276050	43149	Dm.4313	NM_170252		Nf1	CG8318|Dmel\CG8318|FBpp0084326|NF-1|NF1|Nf-1|dNF1|dNf1|nf1	Neurofibromin 1	protein-coding
Merged-chr3R-15750320-3	chr3R	15750093	15750497	+	0.000000	wtInsv__insvInsv|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	intron (NM_142592, intron 1 of 4)	intron (NM_142592, intron 1 of 4)	798	NM_142592	42376	Dm.10179	NM_142592		CG4462	Dmel\CG4462	CG4462	protein-coding
Merged-chrX-3067203-3	chrX	3066945	3067358	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001297907)	promoter-TSS (NM_001297907)	22	NM_144464	59253	Dm.5987	NM_144464		CG18508	CG4015|Dmel\CG18508|EG:140G11.3	uncharacterized protein	protein-coding
Merged-chr3L-3380665-1	chr3L	3380616	3380714	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_139557)	TTS (NM_139557)	2397	NM_139557	38423	Dm.15756	NM_139557		CG12014	Dmel\CG12014|anon-EST:Posey282	uncharacterized protein	protein-coding
Merged-chrX-13884834-3	chrX	13884622	13885089	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NR_123901)	promoter-TSS (NR_123901)	89	NR_123901	19834889		NR_123901		CR44655	Dmel\CR44655|lincRNA.990	ncRNA	ncRNA
Merged-chr3L-14131790-3	chr3L	14131668	14131908	+	0.000000	wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	Intergenic	Intergenic	-3586	NR_133237	26067215		NR_133237		CR45887	Dmel\CR45887	ncRNA	ncRNA
Merged-chr3L-2782373-4	chr3L	2781914	2782821	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1	TTS (NM_079169)	TTS (NM_079169)	112	NM_167966	38346	Dm.3519	NM_139492		pgant6	CG2103|Dmel\CG2103|Pgant6	polypeptide GalNAc transferase 6	protein-coding
Merged-chr2L-415245-1	chr2L	415054	415436	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_057471)	promoter-TSS (NM_057471)	178	NM_057981	33212	Dm.3639	NM_057981		ebi	CG4063|Dmel\CG4063|E-2f|E-2g|Ebi|FBXW4|Tb11|Tbl1|l(2)k16213	ebi	protein-coding
Merged-chr2R-19970803-1	chr2R	19970661	19970946	+	0.000000	wtElba3__elba3Elba3	intron (NM_166662, intron 1 of 4)	intron (NM_166662, intron 1 of 4)	571	NM_166662	37856	Dm.14921	NM_138039		CG16786	Dmel\CG16786	uncharacterized protein	protein-coding
Merged-chr3L-16948507-1	chr3L	16948388	16948626	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_176341)	promoter-TSS (NM_176341)	-93	NM_176341	39899	Dm.18613	NM_168701		Nc73EF	141810_at|CG11661|Dmel\CG11661|E1|FBgn0036682|Nc73eF|anon-WO0118547.329	Neural conserved at 73EF	protein-coding
Merged-chr2L-13011765-6	chr2L	13011518	13012145	+	0.000000	wtElba3__elba3Elba3|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	exon (NM_080152, exon 7 of 7)	exon (NM_080152, exon 7 of 7)	7316	NM_001169496	34699	Dm.6565	NM_135753		CG9934	CG 9934|Dmel\CG9934|E4 B|UBE4B|UFD2b|Ube4b|dUfd2|ufd2	CG9934	protein-coding
Merged-chr2L-850131-2	chr2L	849975	850267	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NR_073684)	promoter-TSS (NR_073684)	-581	NR_073684	14462656		NR_073684		CR44060	Dmel\CR44060	ncRNA	ncRNA
Merged-chr3R-1620398-14	chr3R	1619117	1621794	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_141334)	promoter-TSS (NM_141334)	28	NM_001275372	40720	Dm.13656	NM_141334		CG10979	Dmel\CG10979	uncharacterized protein	protein-coding
Merged-chr3R-25541905-2	chr3R	25541733	25542082	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001260430)	promoter-TSS (NM_001260430)	642	NM_143456	43497	Dm.19655	NM_143456		Obp99b	99b|BcDNA:LP06572|CG7592|DmelObp99b|Dmel\CG7592|OBP99b|Obp99d|obp99b|tsx	Odorant-binding protein 99b	protein-coding
Merged-chr2L-9612719-3	chr2L	9612485	9612882	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_078802)	promoter-TSS (NM_078802)	-483	NM_164863	34281	Dm.2664	NM_078802		Trx-2	31884|CG31884|CG3864|DTrx-2|DmTrx-2|DmelTrx-2|Dmel\CG31884|Trx|anon-WO0118547.188|dmtrx-2	thioredoxin-2	protein-coding
Merged-chr3R-16933460-6	chr3R	16933224	16933712	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_079705)	promoter-TSS (NM_079705)	226	NM_142685	42499	Dm.13725	NM_142685		Sec15	3R41|CG7034|Dmel\CG7034|Sec15p|dsec15|sec15	Secretory 15	protein-coding
Merged-chr3R-25551520-1	chr3R	25551407	25551633	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_001300660)	promoter-TSS (NM_001300660)	-32	NM_001300660	43501		NM_143459		Kul	ADAM10|CG1964|CT3146|Dmel\CG1964|kul	Kuzbanian-like	protein-coding
Merged-chr3R-17615445-1	chr3R	17615364	17615527	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed	exon (NM_001170210, exon 12 of 19)	exon (NM_001170210, exon 12 of 19)	-3515	NR_125225	19835905		NR_125225		CRG	CR44887|Dmel\CR44887	CASK regulatory gene	ncRNA
Merged-chr2R-13535635-1	chr2R	13535555	13535716	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_137397, intron 7 of 8)	intron (NM_137397, intron 7 of 8)	-8992	NM_137395	37000	Dm.33831	NM_137395		CG10936	Dmel\CG10936	uncharacterized protein	protein-coding
Merged-chr3L-15351886-2	chr3L	15351788	15352017	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	22110	NM_001259836	39663	Dm.2661	NM_079357		Toll-6	18w-like|CG7250|CT22359|Dmel\CG7250|TOLL 6|Tl-6|Toll 6|dTLR6|dToll6|toll|toll-6	Toll-6	protein-coding
Merged-chr2L-12603614-6	chr2L	12602518	12604794	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001103683, intron 2 of 5)	intron (NM_001103683, intron 2 of 5)	7820	NM_135730	34667	Dm.14720	NM_135730		Ref2	CG17031|Dmel\CG17031|REF2|cg17031|ref2	RNA and export factor binding protein 2	protein-coding
Merged-chr2L-6078084-2	chr2L	6077874	6078294	+	0.000000	wtInsv__insvInsv	promoter-TSS (NR_047911)	promoter-TSS (NR_047911)	-369	NR_047911	12798573		NR_047911		CR9162	CG9162|Dmel\CR9162	ncRNA	ncRNA
Merged-chr3L-20785951-2	chr3L	20785809	20786113	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_140999)	promoter-TSS (NM_140999)	-84	NM_140999	40297	Dm.3120	NM_140999		Six4	CG3871|D-Six4|D-six4|DSix4|Dmel\CG3871|Dsix4|six4|six4/5	Six4	protein-coding
Merged-chr3R-21823318-1	chr3R	21823218	21823419	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_079779)	promoter-TSS (NM_079779)	-25	NM_079779	43150	Dm.2355	NM_079779		E(spl)mdelta-HLH	CG8328|Dmel\CG8328|E(Spl) HLH-m delta|E(Spl)-HLH-mdelta|E(spl) mdelta|E(spl)-mdelta|E(spl)Mdelta|E(spl)delta|E(spl)mC|E(spl)mdelta|HLH-mdelta|HLHMD|HLHMdelta|HLHmC|HLHmdelta|bHLHc14|mC|md|mdelta|mdelta0.5	Enhancer of split mdelta, helix-loop-helix	protein-coding
Merged-chr2L-5467990-1	chr2L	5467860	5468120	+	0.000000	wtInsv__insvInsv	TTS (NM_135083)	TTS (NM_135083)	6351	NM_001273167	33770	Dm.6038	NM_135083		mid	CG6634|Dmel\CG6634|H15r|H15r/nmr2|Mid|Mid(H15)|TBX20|extra|los|nmr2	midline	protein-coding
Merged-chr3R-13547798-1	chr3R	13547686	13547911	+	0.000000	wtInsv__insvInsv	intron (NM_142391, intron 5 of 7)	intron (NM_142391, intron 5 of 7)	2622	NM_142391	42131	Dm.19352	NM_142391		Pxt	CG7660|Dmel\CG7660|Dpxt|anon-WO0172774.128|pxd|pxt	Peroxinectin-like	protein-coding
Merged-chrX-11377513-1	chrX	11377434	11377592	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_132494)	promoter-TSS (NM_132494)	-38	NM_132494	32094		NM_132494		Uba5	CG1749|Dmel\CG1749|MoeB|dMoaD|dUBA5	Ubiquitin activating enzyme 5	protein-coding
Merged-chrX-13194144-2	chrX	13194003	13194313	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_132644)	TTS (NM_132644)	2290	NM_001298269	32281	Dm.3777	NM_132643		CG1764	Dmel\CG1764|cg1764	CG1764	protein-coding
Merged-chr2R-7735312-3	chr2R	7735092	7735506	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	intron (NM_136862, intron 1 of 5)	intron (NM_136862, intron 1 of 5)	2470	NM_136862	36263	Dm.10869	NM_136862		Sln	CG8271|Dmel\CG8271	Silnoon	protein-coding
Merged-chr2L-14772486-1	chr2L	14772441	14772531	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	2495	NM_135878	34859		NM_135878		CG4650	Dmel\CG4650|SPH197	CG4650	protein-coding
Merged-chr3R-16662602-1	chr3R	16662487	16662718	+	0.000000	wtElba3__elba3Elba3	intron (NM_176520, intron 3 of 9)	intron (NM_176520, intron 3 of 9)	2483	NM_001275857	42467	Dm.2000	NM_176520		Synd	CG15694|CG33094|D-Synd|Dmel\CG33094|synd	Syndapin	protein-coding
Merged-chr3L-3795905-3	chr3L	3795697	3796111	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	promoter-TSS (NM_001274446)	promoter-TSS (NM_001274446)	-954	NM_001274446	38438	Dm.6508	NM_168037		CG32264	CG10857|CG10860|CG12604|CG14978|Dmel\CG32264	uncharacterized protein	protein-coding
Merged-chr2R-6726161-4	chr2R	6725791	6726431	+	0.000000	wtElba3__elba3Elba3|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	TTS (NM_001103793)	TTS (NM_001103793)	121	NM_136776	36146	Dm.7058	NM_136776		LTV1	BcDNA:LD21529|CG7686|Dmel\CG7686	LTV1 ribosome biogenesis factor	protein-coding
Merged-chrX-6882999-2	chrX	6882761	6883238	+	0.000000	wtInsv__insvInsv	intron (NM_001258628, intron 1 of 5)	intron (NM_001258628, intron 1 of 5)	2352	NM_001258628	45382	Dm.1798	NM_080085		ogre	CB8|CG3039|Dm-inx1|Dmel\CG3039|FBpp0070995|Inx1|Ogre|cb-8|inx-1|inx1|jnL3|l(1)6Ec|l(1)jnL3|l(1)ogre	optic ganglion reduced	protein-coding
Merged-chr2R-3328174-2	chr2R	3328035	3328307	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_136432)	promoter-TSS (NM_136432)	-40	NM_136432	35664	Dm.11790	NM_136432		CG11123	Dmel\CG11123	uncharacterized protein	protein-coding
Merged-chr3L-1647635-7	chr3L	1647318	1647905	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_139381)	promoter-TSS (NM_139381)	-147	NM_139381	38201	Dm.11207	NM_139381		CG17249	Dmel\CG17249	uncharacterized protein	protein-coding
Merged-chr3R-6090630-37	chr3R	6088554	6092659	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	TTS (NM_144351)	TTS (NM_144351)	578	NM_001260090	41256	Dm.13374	NM_141734		CG43143	CG11870|CG11871|CG11872|Dmel\CG43143|Dmel_CG11870|Dmel_CG11872|EMK/KIAA0537|NUAK|Omphk1	uncharacterized protein	protein-coding
Merged-chr3R-4059263-2	chr3R	4059051	4059651	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_001300298)	promoter-TSS (NM_001300298)	116	NM_141515	40965	Dm.9926	NM_141515		DNApol-iota	AAF54198|CG7602|DNA Pol II-iota|DNA-pol iota|DNApol-i|Dm-Poliota|Dmel\CG7602|Poliota|drad30B	DNApol-iota	protein-coding
Merged-chr3R-10217161-1	chr3R	10217070	10217252	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_001104318)	TTS (NM_001104318)	5062	NR_048389	12797903	Dm.38885	NR_048389		mir-2281	CR43034|Dmel\CR43034|dme-mir-2281|miR-2281	mir-2281 stem loop	ncRNA
Merged-chr3LHet-1005217-2	chr3LHet	1005035	1005430	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_001316486, intron 2 of 5)	DM297_I|LTR|Gypsy	48447	NM_001316486	26067050		NM_001316486		CG45782	CG40467|CG41087|CG41343|Dmel\CG45782|Dmel_CG40467|Dmel_CG41087|Dmel_CG41343|GH10292|Slc45-2	uncharacterized protein	protein-coding
Merged-chr3R-14022816-2	chr3R	14022506	14023107	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	5' UTR (NM_142431, exon 2 of 2)	5' UTR (NM_142431, exon 2 of 2)	2511	NM_169794	42177	Dm.3834	NM_142431		Ssdp	CG7187|Dmel\CG7187|l(3)neo48|ssdp	Sequence-specific single-stranded DNA-binding protein	protein-coding
Merged-chr3L-17204955-2	chr3L	17204746	17205148	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	intron (NM_168718, intron 3 of 14)	intron (NM_168718, intron 3 of 14)	26365	NM_001275050	39919	Dm.22292	NM_168718		Rbp6	BcDNA:RE25373|CG14055|CG14056|CG32169|CG6573|Dmel\CG32169|RRM6|rbp6|rrm6	RNA-binding protein 6	protein-coding
Merged-chr3R-16890143-2	chr3R	16889875	16890342	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_079702)	promoter-TSS (NM_079702)	54	NM_079702	42491	Dm.4483	NM_079702		Cortactin	CG3637|Dmel\CG3637|cortactin|cttn	cortactin	protein-coding
Merged-chr3R-2700270-1	chr3R	2700242	2700298	+	0.000000	Elba2_ChIPnexus_narrowPeak_q5.bed	Intergenic	Intergenic	10224	NM_058150	40834	Dm.24032	NM_058150		ftz	BG:DS07876.1|CG2047|Dm-Ftz|Dm-ftz|DmFtz|Dmel\CG2047|Dmftz|FTZ|Ftz|Ual|l(3)84Ag	fushi tarazu	protein-coding
Merged-chr3L-2651722-1	chr3L	2651594	2651851	+	0.000000	wtElba3__elba3Elba3	promoter-TSS (NM_001144405)	promoter-TSS (NM_001144405)	128	NM_001274408	38331	Dm.10717	NM_139480		ProRS-m	Aats-pro|CG12186|Dmel\CG12186|PRS|ProRS	Prolyl-tRNA synthetase, mitochondrial	protein-coding
Merged-chrX-6267818-1	chrX	6267642	6267994	+	0.000000	wtInsv__insvInsv	promoter-TSS (NM_078506)	promoter-TSS (NM_078506)	-870	NM_078506	31582	Dm.2624	NM_078506		PpV	CG12217|DmPpV-6A|Dmel\CG12217|PP6|PPPV6A|PPV|PPV 6A|PpV[[C]]|Ppv|dPP6	Protein phosphatase V	protein-coding
Merged-chr2R-17046771-16	chr2R	17045807	17048401	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001274187, intron 1 of 10)	intron (NM_001274187, intron 1 of 10)	802	NM_001274189	37410	Dm.21382	NM_137711		CG30389	BcDNA:AT02070|CG10518|CG4126|Dmel\CG30389	uncharacterized protein	protein-coding
Merged-chr3L-15007680-3	chr3L	15007558	15007815	+	0.000000	wtInsv__insvInsv|Insv_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_140476)	promoter-TSS (NM_140476)	-524	NM_140476	39629	Dm.12613	NM_140476		Reck	CG5392|Dmel\CG5392|RECK	Reversion-inducing-cysteine-rich protein with kazal motifs	protein-coding
Merged-chr3L-11678905-1	chr3L	11678742	11679069	+	0.000000	wtInsv__insvInsv	intron (NM_206335, intron 1 of 5)	intron (NM_206335, intron 1 of 5)	1825	NM_140236	39314	Dm.14759	NM_140236		Sugb	CG7334|Dmel\CG7334|Sug|sug	Sugar baby	protein-coding
Merged-chr4-525488-5	chr4	525274	525688	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	intron (NM_001258496, intron 2 of 13)	intron (NM_001258496, intron 2 of 13)	3045	NM_079884	43795	Dm.3906	NM_079884		zfh2	CG1449|Dmel\CG1449|ZFH-2|ZFH2|Zfh-2|Zfh2|zfh-2	Zn finger homeodomain 2	protein-coding
Merged-chr3R-3022074-3	chr3R	3021927	3022239	+	0.000000	wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	exon (NM_001170067, exon 14 of 16)	exon (NM_001170067, exon 14 of 16)	-4609	NM_141447	40864	Dm.4996	NM_141447		CG14609	Dmel\CG14609	uncharacterized protein	protein-coding
Merged-chr3L-5268868-1	chr3L	5268761	5268976	+	0.000000	wtInsv__insvInsv	intron (NM_168111, intron 2 of 10)	intron (NM_168111, intron 2 of 10)	2176	NM_168111	38605	Dm.20861	NM_168111		shep	BcDNA:LD40028|BcDNA:RH63980|CG10647|CG10649|CG10668|CG32423|Dmel\CG32423|Shep|alan|alan-shepard|anon-EST:Posey83|anon-WO0118547.198|anon-WO0172774.41|cg10668	alan shepard	protein-coding
Merged-chr3L-9422834-2	chr3L	9422666	9423071	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	promoter-TSS (NM_001104091)	promoter-TSS (NM_001104091)	53	NM_079278	39088	Dm.5973	NM_079278		RpS17	BcDNA:RE44119|CG3922|D9|Dmel\CG3922|M|M(3)67|M(3)67C|M(3)RpS17|M(3)S33|M(3)i|M(3)i(55)|M(3)i[55]|M(3)q|M(3L)i|M(3L)i[55]|Minute|RPS17|RS17_DROME|Rp S17|Rps17|anon-EST:Posey48|l(3)67BDo|l(3)dtOA4|minute|rpS17	Ribosomal protein S17	protein-coding
Merged-chr3L-709601-20	chr3L	707175	711363	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	exon (NM_079151, exon 4 of 7)	exon (NM_079151, exon 4 of 7)	-1064	NM_001274291	38087	Dm.5860	NM_138211		CG13895	Dmel\CG13895	uncharacterized protein	protein-coding
Merged-chr2L-16507828-1	chr2L	16507774	16507883	+	0.000000	Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_078860)	TTS (NM_078860)	5910	NM_001273571	34984	Dm.7822	NM_078860		Tpr2	BEST:LD24941|CG4599|Dmel\CG4599|EU3220|TPR2|Tpr-2|Trp2|dTPR2|dTpr2|dtpr2|dtrpr2|tpr2	Tetratricopeptide repeat protein 2	protein-coding
Merged-chr3R-14506473-5	chr3R	14506067	14507157	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|Insv_ChIPnexus_narrowPeak_q10.bed	TTS (NM_142485)	TTS (NM_142485)	286	NM_142486	42245	Dm.4666	NM_142486		CG7708	Dmel\CG7708|dSLC5A15	CG7708	protein-coding
Merged-chr2L-3172907-2	chr2L	3172677	3173136	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3	TTS (NM_001298647)	TTS (NM_001298647)	934	NM_001298647	318888	Dm.21330	NM_164529		CG31698	BcDNA:LP02725|Dmel\CG31698	uncharacterized protein	protein-coding
Merged-chr3R-17008329-1	chr3R	17008229	17008430	+	0.000000	wtInsv__insvInsv	intron (NM_001104385, intron 1 of 8)	intron (NM_001104385, intron 1 of 8)	1766	NM_001043271	42515	Dm.16656	NM_080509		SNF4Agamma	0050/42|0127/19|AMPK&ggr|AMPK-&ggr|AMPKgamma|AMPgamma|CG17299|CG5806|Dmel\CG17299|EP3015b|FBgn0025803|SNF4|SNF4A|SNF4A-gamma|SNF4Ag|SNF4a|SNF4gamma|Snfg|Snfgamma|anon-WO0118547.338|anon-WO0118547.575|anon-WO0257455.21|l(3)S005042|l(3)S012719|loe|loeI|snf4	SNF4/AMP-activated protein kinase gamma subunit	protein-coding
Merged-chrX-14136956-13	chrX	14136223	14137306	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	promoter-TSS (NM_132724)	promoter-TSS (NM_132724)	91	NM_132724	32379	Dm.5295	NM_132724		mRNA-cap	CG1810|Dmel\CG1810|PIR	mRNA-capping-enzyme	protein-coding
Merged-chr2L-6136509-3	chr2L	6136393	6136637	+	0.000000	Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	Intergenic	Intergenic	2794	NR_124114	19835782		NR_124114		CR44824	Dmel\CR44824	ncRNA	ncRNA
Merged-chr3R-19559391-15	chr3R	19558474	19560620	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba2_ChIPnexus_narrowPeak_q5.bed	promoter-TSS (NM_170088)	promoter-TSS (NM_170088)	-363	NM_170088	42802	Dm.3423	NM_142920		Rpn9	0718/06|718/06|CG10230|CT28749|Dmel\CG10230|PSMD13|Rpn4|Rpn94|S11|l(3)S071806|l(3)S071806b|p39A|rpn9	Regulatory particle non-ATPase 9	protein-coding
